Flight ID,Airline,Flight_Distance,Origin_Airport,Destination_Airport,Scheduled_Departure_Time,Day_of_Week,Month,Airplane_Type,Weather_Score,Previous_Flight_Delay_Minutes,Airline_Rating,Passenger_Load,Flight_Cancelled,Dep_Hour,Dep_Minute
6101199,Airline D,556,Airport 1,Airport 4,21,7,1,Type C,0.645903,9.0,2.937377,0.498398,False,0,21
2924153,Airline A,448,Airport 1,Airport 3,10,7,4,Type B,0.100916,29.0,1.729394,0.639991,False,0,10
7954835,Airline C,488,Airport 5,Airport 2,3,2,12,Type D,0.971717,0.0,3.196575,0.119426,True,0,3
5526755,Airline D,556,Airport 3,Airport 5,0,2,7,Type A,0.1471,29.0,1.655224,0.229512,False,0,0
6808846,Airline A,517,Airport 1,Airport 2,14,2,11,Type A,0.866346,80.0,1.480729,1.001808,True,0,14
2987290,Airline C,691,Airport 4,Airport 2,11,7,2,Type D,0.034851,8.0,4.04155,0.342326,False,0,11
3666611,Airline A,469,Airport 3,Airport 2,8,3,1,Type E,0.624542,30.0,4.900794,0.801156,False,0,8
2449236,Airline A,420,Airport 1,Airport 2,10,5,1,Type A,0.646704,8.888889,2.27767,0.282363,True,0,10
5304009,Airline A,548,Airport 1,Airport 2,4,3,10,Type A,0.308004,32.0,1.458847,0.046845,False,0,4
7681029,Airline A,406,Airport 2,Airport 4,23,4,6,Type B,0.643146,36.0,2.441745,0.500401,True,0,23
4379899,Airline A,454,Airport 5,Airport 3,6,7,12,Type D,0.617053,6.0,2.1885,0.892482,False,0,6
6210921,Airline D,508,Airport 5,Airport 2,7,6,5,Type A,0.798352,27.0,0.138753,0.819285,True,0,7
861007,Airline D,496,Airport 5,Airport 5,0,7,1,Type C,0.875874,58.0,0.829772,0.252939,True,0,0
350233,Airline A,493,Airport 1,Airport 2,0,1,10,Type A,0.610105,12.44444,0.147973,1.023678,True,0,0
6947965,Airline D,443,Airport 5,Airport 2,2,3,3,Type B,0.490295,37.0,3.481775,0.479716,False,0,2
4745957,Airline C,536,Airport 3,Airport 2,7,2,11,Type E,0.621596,33.0,2.066173,0.048999,False,0,7
6061008,Airline A,717,Airport 2,Airport 4,10,2,7,Type C,0.729208,8.0,0.318849,0.027925,True,0,10
2967183,Airline B,582,Airport 3,Airport 2,0,4,12,Type B,0.356171,75.0,3.652875,0.485114,True,0,0
2928253,Airline E,315,Airport 2,Airport 3,13,5,9,Type D,0.504642,16.0,3.222179,0.546323,True,0,13
6280262,Airline A,459,Airport 5,Airport 2,0,1,9,Type B,0.585104,13.0,3.599814,0.079913,False,0,0
195436,Airline A,553,Airport 1,Airport 2,5,3,6,Type A,1.088378,4.444444,1.499585,1.037521,True,0,5
2460362,Airline E,350,Airport 3,Airport 2,20,5,3,Type B,0.587712,19.0,0.807698,0.718217,True,0,20
4710110,Airline A,257,Airport 1,Airport 2,5,5,1,Type A,0.324187,34.66667,0.153481,0.901443,True,0,5
6223078,Airline B,427,Airport 2,Airport 5,2,6,3,Type B,0.58799,19.33333,4.085705,0.584023,True,0,2
6023796,Airline C,419,Airport 4,Airport 2,9,6,10,Type B,0.8195,38.0,1.079045,0.663544,True,0,9
3978142,Airline E,664,Airport 5,Airport 2,11,3,2,Type E,0.857404,47.0,2.712646,0.38786,True,0,11
1709299,Airline C,535,Airport 3,Airport 3,9,3,11,Type C,0.80025,11.33333,2.426085,0.679297,True,0,9
8875038,Airline A,485,Airport 4,Airport 4,21,3,5,Type A,0.888209,14.66667,4.605263,0.978183,True,0,21
5929460,Airline E,468,Airport 5,Airport 5,1,3,8,Type E,0.334766,85.33333,2.762199,0.647716,True,0,1
5430887,Airline A,545,Airport 5,Airport 2,23,2,5,Type E,0.507571,103.0,3.100084,0.341634,True,0,23
844227,Airline C,519,Airport 3,Airport 2,21,7,1,Type B,0.779591,16.0,1.597525,0.285239,True,0,21
7514470,Airline E,544,Airport 3,Airport 5,12,7,3,Type B,0.26445,22.66667,4.993474,0.963346,False,0,12
4417183,Airline C,532,Airport 2,Airport 2,15,5,12,Type A,0.371581,9.0,3.261869,0.185002,True,0,15
9942640,Airline E,603,Airport 4,Airport 4,12,7,5,Type B,0.831156,4.0,0.024902,0.806197,True,0,12
8904695,Airline C,503,Airport 4,Airport 4,3,5,7,Type D,0.770086,43.0,2.780411,0.465262,True,0,3
7170700,Airline B,577,Airport 3,Airport 5,3,2,5,Type B,0.9712,17.0,1.819327,0.44376,True,0,3
8725169,Airline C,535,Airport 5,Airport 2,10,7,10,Type B,0.995974,5.0,0.160561,0.747538,True,0,10
5648642,Airline B,520,Airport 3,Airport 4,22,5,5,Type D,0.240745,42.0,2.357749,0.148038,True,0,22
9591980,Airline C,460,Airport 5,Airport 5,13,3,7,Type A,0.90045,74.0,3.867832,0.466296,True,0,13
567961,Airline A,493,Airport 1,Airport 2,2,1,8,Type A,0.194516,72.0,1.259474,0.040313,True,0,2
407946,Airline E,495,Airport 3,Airport 4,18,7,8,Type E,0.7098,18.0,3.197295,0.670407,True,0,18
6602353,Airline A,607,Airport 1,Airport 2,21,6,7,Type A,0.320099,16.88889,1.799354,0.065674,False,0,21
2479042,Airline D,523,Airport 4,Airport 3,0,6,3,Type C,0.300311,4.0,3.555097,0.087289,False,0,0
8890445,Airline A,409,Airport 5,Airport 2,4,5,11,Type E,0.946321,47.0,1.937981,0.844826,True,0,4
1532745,Airline E,345,Airport 5,Airport 5,16,1,2,Type B,0.263151,87.0,1.850024,0.442955,True,0,16
519399,Airline B,386,Airport 1,Airport 5,0,6,1,Type E,0.673178,66.0,0.022923,0.200976,True,0,0
455692,Airline E,431,Airport 2,Airport 2,18,7,6,Type A,0.178129,41.0,0.771112,0.592585,True,0,18
6004543,Airline D,546,Airport 1,Airport 2,18,1,9,Type A,0.09339,0.0,4.954051,0.519283,False,0,18
4237906,Airline B,438,Airport 1,Airport 2,3,2,3,Type D,0.339317,15.0,4.212084,0.410908,False,0,3
559434,Airline D,622,Airport 5,Airport 2,18,4,5,Type E,0.624196,15.0,1.375542,0.905417,False,0,18
2954816,Airline B,377,Airport 4,Airport 2,5,5,9,Type B,0.247945,67.0,2.00596,0.749458,True,0,5
7271241,Airline C,566,Airport 1,Airport 5,14,2,9,Type A,0.300169,2.0,4.899607,0.151593,False,0,14
6945135,Airline A,313,Airport 2,Airport 2,3,2,7,Type B,0.70873,22.0,1.252222,0.570775,True,0,3
2592466,Airline A,388,Airport 1,Airport 2,23,1,4,Type A,0.202796,3.555556,1.331332,0.099837,True,0,23
5085461,Airline A,400,Airport 1,Airport 2,0,5,11,Type A,0.546905,28.44444,0.055199,0.275236,True,0,0
5284419,Airline A,399,Airport 1,Airport 2,23,2,2,Type A,1.041735,41.77778,1.549337,1.023593,True,0,23
6832441,Airline D,436,Airport 2,Airport 4,16,3,2,Type C,0.396972,30.0,4.650368,0.46208,False,0,16
2754648,Airline D,578,Airport 4,Airport 2,10,2,4,Type E,0.434201,31.33333,4.623717,0.892106,False,0,10
668059,Airline D,571,Airport 1,Airport 2,16,3,1,Type B,0.738204,28.0,2.509846,0.165999,False,0,16
468847,Airline A,399,Airport 1,Airport 2,22,4,4,Type A,0.879012,5.333333,1.624105,0.231009,True,0,22
7408282,Airline D,480,Airport 4,Airport 4,0,3,12,Type C,0.769606,14.0,2.848991,0.352825,False,0,0
8170996,Airline A,545,Airport 2,Airport 2,8,3,11,Type C,0.997867,94.0,0.334871,0.366326,True,0,8
9839833,Airline D,481,Airport 1,Airport 2,13,1,6,Type A,0.071451,10.0,0.793617,0.745277,True,0,13
6422066,Airline E,657,Airport 4,Airport 5,14,2,6,Type E,0.982253,0.666667,4.819087,0.599411,True,0,14
5759283,Airline D,538,Airport 1,Airport 2,23,4,7,Type E,0.95019,14.0,1.279843,0.553249,True,0,23
319499,Airline B,413,Airport 3,Airport 4,0,2,5,Type D,0.852139,13.0,1.922246,0.602376,True,0,0
4269883,Airline D,423,Airport 5,Airport 2,1,7,9,Type E,0.454126,12.66667,2.544722,0.732191,True,0,1
5040801,Airline C,403,Airport 3,Airport 5,17,7,2,Type D,0.870902,16.0,4.895661,0.892817,True,0,17
9294401,Airline D,430,Airport 1,Airport 2,17,3,2,Type C,0.220832,146.0,3.449968,0.41474,True,0,17
5946698,Airline B,502,Airport 2,Airport 5,5,6,4,Type A,0.791656,28.0,3.147992,0.802926,True,0,5
4955112,Airline B,476,Airport 5,Airport 2,19,3,4,Type E,0.185238,1.0,2.622,0.495097,False,0,19
1116802,Airline A,453,Airport 3,Airport 4,7,2,4,Type D,0.815362,24.66667,3.503372,0.722078,True,0,7
1142172,Airline E,558,Airport 4,Airport 5,0,4,1,Type C,0.614529,34.66667,3.320079,0.874824,False,0,0
8561379,Airline D,534,Airport 2,Airport 3,14,6,4,Type E,0.098031,67.0,4.714204,0.032215,True,0,14
9721108,Airline A,342,Airport 1,Airport 2,9,4,12,Type A,0.99532,14.22222,1.354588,0.614958,True,0,9
7903249,Airline A,372,Airport 1,Airport 2,3,1,5,Type A,0.677957,9.777778,1.053756,1.113053,True,0,3
9450746,Airline D,401,Airport 1,Airport 2,9,3,9,Type E,0.656248,54.0,4.03581,0.496224,True,0,9
6764173,Airline C,419,Airport 4,Airport 5,10,3,3,Type C,0.28351,30.0,3.998917,0.864304,True,0,10
6437443,Airline D,436,Airport 3,Airport 3,4,7,3,Type A,0.871636,23.0,0.849182,0.1859,True,0,4
410356,Airline A,459,Airport 1,Airport 2,8,1,5,Type A,0.645201,2.666667,0.59198,0.679823,True,0,8
5726750,Airline A,535,Airport 1,Airport 2,4,7,10,Type A,0.52112,18.37037,2.596596,0.979094,False,0,4
8010428,Airline C,387,Airport 4,Airport 3,10,2,6,Type B,0.534282,2.0,2.220548,0.431533,True,0,10
6777748,Airline A,423,Airport 4,Airport 5,2,3,3,Type A,0.703313,3.0,2.598303,0.486722,True,0,2
9590397,Airline A,341,Airport 1,Airport 2,3,2,1,Type A,0.795048,10.66667,0.7754,0.09227,True,0,3
1043305,Airline D,407,Airport 4,Airport 2,9,4,10,Type A,0.357577,13.0,2.405355,0.042172,True,0,9
8036134,Airline B,479,Airport 1,Airport 2,6,6,8,Type C,0.385258,18.0,3.716783,0.468708,False,0,6
8165927,Airline A,410,Airport 2,Airport 2,0,6,12,Type E,0.562238,8.0,2.411725,0.843475,True,0,0
6753754,Airline C,396,Airport 3,Airport 5,5,6,1,Type E,0.924407,1.0,1.573923,0.931324,True,0,5
4157264,Airline A,448,Airport 1,Airport 2,7,7,2,Type A,0.84543,4.444444,0.240003,0.740985,True,0,7
4362241,Airline C,523,Airport 5,Airport 3,16,5,3,Type E,0.390415,2.0,4.841308,0.826399,False,0,16
7272389,Airline D,408,Airport 5,Airport 2,23,1,6,Type A,0.337033,10.66667,4.358289,0.734854,True,0,23
5607250,Airline E,602,Airport 5,Airport 5,6,6,4,Type A,0.523637,4.666667,3.956825,0.701486,False,0,6
1200966,Airline B,415,Airport 1,Airport 2,0,3,4,Type D,0.869991,6.666667,3.470355,0.769033,True,0,0
9442568,Airline B,458,Airport 4,Airport 3,8,1,9,Type D,0.008679,19.0,2.577549,0.505303,False,0,8
2152291,Airline D,615,Airport 2,Airport 4,10,4,6,Type D,0.710486,8.0,4.486984,0.457938,False,0,10
3879505,Airline A,557,Airport 1,Airport 2,18,4,12,Type A,0.394512,7.111111,2.179254,0.179036,False,0,18
5439564,Airline A,486,Airport 1,Airport 2,1,7,2,Type A,0.308397,47.11111,2.040027,0.949292,True,0,1
2873456,Airline A,537,Airport 1,Airport 2,22,4,7,Type A,0.112138,20.44444,0.973876,0.050191,True,0,22
2633707,Airline E,373,Airport 5,Airport 2,10,4,3,Type C,0.896591,58.0,2.117291,0.267444,True,0,10
4756482,Airline B,680,Airport 2,Airport 4,2,5,9,Type D,0.912248,14.0,3.534011,0.519916,True,0,2
7866082,Airline E,378,Airport 4,Airport 4,16,2,6,Type D,0.061417,71.0,1.855312,0.971598,True,0,16
1121550,Airline C,520,Airport 5,Airport 2,9,2,8,Type C,0.521815,5.333333,2.669873,0.785973,False,0,9
5069491,Airline A,612,Airport 1,Airport 2,2,6,1,Type A,0.252574,24.88889,1.816282,0.414755,False,0,2
8351146,Airline E,526,Airport 1,Airport 3,21,5,2,Type B,0.758688,20.0,2.188792,0.713948,False,0,21
5109560,Airline A,494,Airport 3,Airport 2,2,7,6,Type D,0.665391,50.0,3.965198,0.931369,True,0,2
9862961,Airline A,612,Airport 1,Airport 2,20,2,3,Type A,0.397131,14.22222,0.490697,0.606244,True,0,20
3144077,Airline A,562,Airport 1,Airport 2,6,7,1,Type A,0.21696,50.66667,1.995141,0.519683,True,0,6
9315244,Airline A,451,Airport 5,Airport 2,1,7,6,Type E,0.831221,24.0,0.72605,0.552993,True,0,1
8466615,Airline E,654,Airport 2,Airport 3,0,4,5,Type B,0.674252,36.0,4.689198,0.31153,False,0,0
8599061,Airline D,425,Airport 5,Airport 2,6,2,9,Type C,0.00682,65.0,1.570188,0.907349,True,0,6
2559421,Airline A,662,Airport 4,Airport 2,19,1,6,Type C,0.627872,115.3333,3.977162,0.797282,True,0,19
8797137,Airline E,559,Airport 1,Airport 2,10,6,5,Type C,0.810296,26.0,2.607085,0.705484,True,0,10
8816182,Airline A,460,Airport 1,Airport 2,22,2,1,Type D,0.590768,11.0,0.455435,0.589092,True,0,22
7242701,Airline A,397,Airport 3,Airport 2,5,1,1,Type E,0.424714,6.666667,2.912934,0.969475,True,0,5
3858703,Airline B,515,Airport 3,Airport 4,22,3,11,Type B,0.583918,11.0,4.560889,0.297706,False,0,22
428722,Airline E,438,Airport 3,Airport 2,3,1,1,Type A,0.619712,3.0,0.786172,0.283135,True,0,3
386006,Airline D,510,Airport 2,Airport 5,18,1,7,Type A,0.640035,1.0,1.606535,0.242138,False,0,18
5187008,Airline A,576,Airport 1,Airport 2,20,4,6,Type A,1.067045,23.11111,1.097897,0.834498,True,0,20
7161851,Airline A,588,Airport 4,Airport 5,18,4,5,Type C,0.178648,49.0,1.575265,0.797286,True,0,18
7189341,Airline A,638,Airport 4,Airport 5,13,6,4,Type C,0.623093,0.666667,4.718897,0.597114,False,0,13
7179457,Airline A,397,Airport 4,Airport 4,2,4,11,Type C,0.187993,25.0,1.887501,0.651984,True,0,2
583576,Airline E,524,Airport 3,Airport 2,3,1,11,Type C,0.209957,13.0,3.49031,0.348961,True,0,3
2762865,Airline E,358,Airport 1,Airport 5,7,5,8,Type C,0.669258,66.0,1.119584,0.039758,True,0,7
818421,Airline B,500,Airport 3,Airport 2,17,4,11,Type E,0.915954,4.0,1.09853,0.253636,True,0,17
8575850,Airline D,344,Airport 4,Airport 3,3,4,8,Type D,0.159044,24.0,0.879247,0.584303,True,0,3
1205877,Airline B,711,Airport 3,Airport 3,10,1,5,Type B,0.962466,106.0,2.174061,0.812933,True,0,10
7854501,Airline C,629,Airport 4,Airport 3,15,3,4,Type C,0.319372,8.0,2.864291,0.777195,False,0,15
9322325,Airline A,345,Airport 5,Airport 5,2,3,2,Type D,0.391314,40.0,0.053741,0.179487,True,0,2
9164165,Airline A,437,Airport 1,Airport 3,6,2,7,Type A,0.153681,64.0,4.164617,0.051446,True,0,6
5422328,Airline A,572,Airport 5,Airport 4,1,6,5,Type E,0.615836,4.0,2.563769,0.85056,False,0,1
2993296,Airline B,523,Airport 2,Airport 4,0,3,3,Type D,0.59642,146.0,0.78605,0.075589,True,0,0
6982872,Airline A,501,Airport 1,Airport 2,0,4,9,Type A,0.54227,43.55556,0.168233,0.442475,True,0,0
2583631,Airline A,525,Airport 2,Airport 2,5,5,9,Type C,0.476091,4.0,0.515996,0.094226,True,0,5
4119847,Airline B,585,Airport 3,Airport 2,18,2,11,Type C,0.622976,11.0,1.288217,0.564049,False,0,18
7513639,Airline E,700,Airport 5,Airport 2,6,6,11,Type D,0.583497,29.0,2.496461,0.363336,False,0,6
932147,Airline E,386,Airport 4,Airport 2,23,5,10,Type C,0.374263,64.0,4.301198,0.202494,True,0,23
881860,Airline B,479,Airport 4,Airport 2,4,5,11,Type D,0.884114,4.0,4.514827,0.595168,True,0,4
7986982,Airline A,320,Airport 3,Airport 2,20,4,8,Type C,0.667661,39.0,4.16164,0.363392,True,0,20
1794393,Airline B,494,Airport 4,Airport 2,17,1,1,Type A,0.205406,9.0,1.642817,0.166788,False,0,17
2039013,Airline B,664,Airport 5,Airport 3,23,1,12,Type A,0.319903,49.0,1.732789,0.700086,True,0,23
7918960,Airline B,547,Airport 4,Airport 2,12,1,3,Type B,0.787878,22.66667,4.937292,0.836808,True,0,12
3965837,Airline C,577,Airport 5,Airport 4,0,3,2,Type C,0.104525,22.0,3.606403,0.273743,False,0,0
6824072,Airline E,518,Airport 2,Airport 5,9,1,4,Type C,0.750232,31.0,1.52476,0.186425,False,0,9
3041761,Airline D,428,Airport 5,Airport 5,8,6,2,Type D,0.358842,62.0,1.645401,0.075252,True,0,8
4654634,Airline D,346,Airport 1,Airport 4,16,4,12,Type D,0.551691,14.0,2.173222,0.527902,True,0,16
2850327,Airline C,645,Airport 1,Airport 2,0,3,11,Type C,0.280558,28.66667,3.309033,0.831294,False,0,0
4668452,Airline B,455,Airport 1,Airport 2,0,6,8,Type B,0.986457,5.0,4.489896,0.25079,True,0,0
6111498,Airline C,481,Airport 3,Airport 3,6,1,1,Type C,0.90584,36.0,0.991536,0.460638,True,0,6
3493962,Airline C,303,Airport 3,Airport 5,3,6,4,Type D,0.92845,41.0,0.422017,0.160803,True,0,3
1983448,Airline A,435,Airport 1,Airport 2,22,5,5,Type A,0.284776,15.11111,1.01438,0.454726,True,0,22
715815,Airline E,513,Airport 5,Airport 2,20,4,10,Type D,0.84169,47.0,1.227277,0.015445,True,0,20
5004569,Airline A,534,Airport 1,Airport 2,11,4,4,Type A,0.635397,21.33333,1.440082,1.02457,False,0,11
3797594,Airline B,660,Airport 2,Airport 3,15,6,8,Type E,0.707859,54.66667,3.496074,0.676572,True,0,15
9759512,Airline A,474,Airport 1,Airport 2,13,2,2,Type A,0.317504,2.666667,0.77684,0.374415,True,0,13
7299647,Airline D,489,Airport 5,Airport 3,22,4,9,Type B,0.711985,2.666667,3.427256,0.881198,False,0,22
573490,Airline A,652,Airport 1,Airport 2,9,5,2,Type A,1.014267,48.88889,0.857868,0.205796,True,0,9
131561,Airline D,617,Airport 3,Airport 2,13,4,2,Type C,0.267481,55.0,3.374841,0.078734,True,0,13
5524534,Airline D,359,Airport 5,Airport 3,6,2,2,Type D,0.23336,12.66667,3.165304,0.942622,True,0,6
507428,Airline C,644,Airport 4,Airport 2,3,4,12,Type E,0.104415,99.0,1.590799,0.309017,True,0,3
3470425,Airline E,339,Airport 2,Airport 2,1,7,10,Type B,0.266807,22.66667,3.178614,0.935973,True,0,1
1906712,Airline A,547,Airport 3,Airport 2,23,4,8,Type D,0.535792,121.0,1.904775,0.637613,True,0,23
6859472,Airline B,575,Airport 3,Airport 4,17,2,3,Type E,0.832716,22.0,1.682275,0.980043,True,0,17
97276,Airline D,518,Airport 2,Airport 5,15,7,10,Type E,0.2788,6.0,1.646439,0.753429,False,0,15
812553,Airline B,462,Airport 2,Airport 2,8,7,11,Type E,0.621144,17.0,1.728226,0.105484,False,0,8
3582021,Airline A,455,Airport 4,Airport 2,4,4,10,Type A,0.479591,78.66667,3.933724,0.852229,True,0,4
221497,Airline B,252,Airport 3,Airport 2,8,6,8,Type C,0.288579,13.0,1.225894,0.147879,True,0,8
695530,Airline A,515,Airport 3,Airport 2,7,3,7,Type D,0.510359,62.66667,3.609937,0.692198,True,0,7
537049,Airline C,503,Airport 1,Airport 4,23,7,10,Type D,0.167962,47.0,4.703103,0.500407,True,0,23
67268,Airline D,650,Airport 5,Airport 5,19,6,4,Type D,0.639578,17.0,1.752145,0.707725,False,0,19
9551860,Airline A,472,Airport 5,Airport 3,15,4,7,Type E,0.115663,23.0,0.14756,0.76499,True,0,15
2038120,Airline B,447,Airport 1,Airport 2,19,1,11,Type C,0.730981,28.0,0.12303,0.803665,True,0,19
6948936,Airline D,448,Airport 5,Airport 5,17,1,8,Type B,0.177713,32.0,0.697514,0.83498,True,0,17
3580026,Airline C,416,Airport 2,Airport 5,3,3,6,Type D,0.998159,2.0,0.550224,0.847225,True,0,3
367184,Airline D,454,Airport 5,Airport 2,15,7,6,Type C,0.823673,81.0,3.740426,0.412574,True,0,15
9585715,Airline A,396,Airport 5,Airport 3,3,4,3,Type C,0.34384,27.0,1.474254,0.889228,True,0,3
8075678,Airline C,561,Airport 1,Airport 2,5,5,5,Type A,0.426205,53.33333,3.462549,0.71958,True,0,5
5237637,Airline B,539,Airport 4,Airport 2,2,7,10,Type D,0.259191,29.0,0.412277,0.838971,True,0,2
6060805,Airline C,354,Airport 5,Airport 2,17,4,2,Type E,0.767115,16.0,1.478701,0.989191,True,0,17
1708107,Airline A,509,Airport 1,Airport 2,14,1,12,Type A,0.480727,22.22222,0.785366,0.130967,True,0,14
1613103,Airline E,611,Airport 4,Airport 5,7,2,5,Type C,0.755186,53.0,1.384403,0.37058,True,0,7
778783,Airline C,605,Airport 1,Airport 2,17,3,5,Type B,0.018402,11.0,1.153589,0.806547,False,0,17
4467332,Airline C,396,Airport 4,Airport 2,23,2,7,Type A,0.135621,94.0,3.08958,0.086303,True,0,23
3401695,Airline D,633,Airport 1,Airport 2,22,5,4,Type C,0.364974,12.0,3.513364,0.540781,False,0,22
3173120,Airline B,447,Airport 2,Airport 2,2,4,11,Type C,0.108909,93.0,0.742327,0.858398,True,0,2
1302021,Airline A,502,Airport 1,Airport 2,5,5,6,Type A,0.701128,56.0,1.852865,0.021365,True,0,5
8248729,Airline A,464,Airport 1,Airport 2,21,2,9,Type A,0.150832,38.22222,0.625114,1.056959,True,0,21
6558628,Airline A,379,Airport 2,Airport 2,20,4,4,Type B,0.859763,18.0,1.414613,0.978145,True,0,20
2086052,Airline A,422,Airport 1,Airport 2,23,7,11,Type A,0.861308,23.11111,2.072021,0.362566,True,0,23
8881178,Airline A,624,Airport 1,Airport 2,14,6,6,Type A,0.316256,32.0,2.452915,0.86264,False,0,14
4862900,Airline E,627,Airport 1,Airport 5,11,6,12,Type E,0.483792,23.0,4.323782,0.127176,False,0,11
6174512,Airline A,568,Airport 5,Airport 2,4,7,9,Type E,0.451813,40.0,0.938814,0.772864,True,0,4
6875565,Airline B,477,Airport 5,Airport 3,6,5,10,Type A,0.724865,46.0,4.996338,0.481522,True,0,6
7827036,Airline A,680,Airport 1,Airport 2,21,6,12,Type A,0.501509,18.66667,1.880389,0.967807,False,0,21
4224638,Airline A,598,Airport 1,Airport 2,14,6,1,Type A,0.132935,20.44444,1.476672,0.239182,False,0,14
2427380,Airline D,488,Airport 3,Airport 5,6,1,8,Type A,0.273736,4.0,4.774207,0.672658,True,0,6
1210241,Airline D,304,Airport 5,Airport 2,12,6,1,Type D,0.466196,5.333333,4.086902,0.786119,True,0,12
1596532,Airline B,586,Airport 3,Airport 3,2,1,4,Type E,0.974492,70.0,3.458715,0.202492,True,0,2
7253714,Airline C,624,Airport 1,Airport 5,22,3,3,Type D,0.881159,36.66667,4.191986,0.818287,True,0,22
1804066,Airline E,542,Airport 3,Airport 2,12,1,4,Type E,0.181406,0.0,2.127333,0.957986,False,0,12
791645,Airline C,308,Airport 2,Airport 4,2,1,7,Type A,0.723276,40.66667,3.422192,0.616079,True,0,2
4377463,Airline C,519,Airport 1,Airport 2,1,2,9,Type B,0.936825,0.0,0.9529,0.78485,True,0,1
9108431,Airline B,717,Airport 4,Airport 2,22,1,9,Type A,0.008793,12.0,5.140003,0.532584,False,0,22
4438602,Airline C,484,Airport 5,Airport 2,3,1,10,Type D,0.720946,1.333333,2.944909,0.598103,False,0,3
4320504,Airline A,696,Airport 5,Airport 2,16,2,1,Type E,0.459333,104.0,4.271186,0.013352,True,0,16
50418,Airline D,570,Airport 3,Airport 2,5,1,10,Type D,0.680236,107.0,2.036699,0.524287,True,0,5
5871622,Airline A,504,Airport 1,Airport 2,10,6,1,Type D,0.605589,18.66667,3.792944,0.575564,False,0,10
6868638,Airline A,640,Airport 1,Airport 2,5,7,9,Type A,1.084665,12.44444,0.968462,0.753803,True,0,5
1971236,Airline D,439,Airport 1,Airport 5,21,1,4,Type D,0.288815,21.0,2.950025,0.169391,False,0,21
5140046,Airline C,376,Airport 5,Airport 3,1,3,12,Type B,0.786143,43.0,3.890674,0.241374,True,0,1
8790068,Airline E,378,Airport 1,Airport 4,16,1,3,Type E,0.23464,7.0,0.58237,0.756005,True,0,16
8087833,Airline A,520,Airport 1,Airport 2,2,1,9,Type A,0.535608,15.11111,0.891965,0.188594,True,0,2
8148933,Airline C,544,Airport 3,Airport 3,11,3,5,Type B,0.975381,40.0,2.724685,0.416026,True,0,11
3622631,Airline A,431,Airport 2,Airport 4,13,7,12,Type A,0.766136,15.0,1.669989,0.25049,False,0,13
5224736,Airline D,621,Airport 1,Airport 2,1,2,6,Type E,0.315821,0.0,1.745836,0.545184,False,0,1
6832813,Airline C,508,Airport 2,Airport 4,21,6,1,Type A,0.619369,21.0,1.40832,0.986871,False,0,21
7926191,Airline A,582,Airport 5,Airport 2,21,7,1,Type E,0.049692,40.0,1.338959,0.852038,True,0,21
192816,Airline E,431,Airport 3,Airport 3,4,1,7,Type E,0.266395,112.0,4.244523,0.269474,True,0,4
8359504,Airline E,481,Airport 3,Airport 2,9,6,10,Type C,0.71839,1.0,4.618446,0.368612,False,0,9
2961453,Airline A,323,Airport 1,Airport 2,9,5,8,Type A,0.670094,20.44444,1.750424,1.033463,True,0,9
6808560,Airline E,471,Airport 3,Airport 4,20,6,11,Type D,0.469673,17.0,0.149998,0.898295,True,0,20
2413598,Airline B,522,Airport 1,Airport 5,8,2,8,Type A,0.690876,8.0,3.931166,0.160528,False,0,8
9265349,Airline D,443,Airport 1,Airport 3,20,2,7,Type D,0.398459,20.0,2.659699,0.829271,False,0,20
1677584,Airline D,493,Airport 2,Airport 4,12,7,11,Type A,0.026156,5.0,3.79055,0.297608,False,0,12
4806895,Airline A,523,Airport 1,Airport 2,9,1,9,Type A,0.541027,8.888889,1.093346,0.611779,False,0,9
3819739,Airline C,446,Airport 1,Airport 5,5,3,1,Type C,0.902129,45.0,0.20641,0.005098,True,0,5
591473,Airline C,473,Airport 2,Airport 3,10,2,2,Type C,0.856615,12.0,3.408725,0.99859,True,0,10
9599975,Airline E,426,Airport 4,Airport 4,3,3,3,Type E,0.408997,151.0,2.220642,0.761096,True,0,3
4076963,Airline A,405,Airport 2,Airport 4,13,7,12,Type B,0.022221,14.0,4.370217,0.241733,True,0,13
1039655,Airline A,622,Airport 1,Airport 2,16,7,5,Type A,0.736307,16.0,1.845345,0.769269,False,0,16
3391043,Airline A,356,Airport 1,Airport 4,19,5,4,Type D,0.741194,10.0,1.797809,0.293307,True,0,19
6061618,Airline A,585,Airport 1,Airport 2,1,3,4,Type A,0.394244,7.111111,2.010205,0.100638,False,0,1
3286960,Airline A,363,Airport 5,Airport 3,9,7,8,Type C,0.476664,76.0,2.476043,0.42531,True,0,9
8121490,Airline D,651,Airport 5,Airport 5,2,7,8,Type D,0.991857,41.0,0.99722,0.613719,True,0,2
912912,Airline A,557,Airport 1,Airport 2,6,7,11,Type A,0.676343,10.66667,1.049716,0.101,True,0,6
993046,Airline B,462,Airport 1,Airport 4,6,4,7,Type C,0.351075,36.0,1.112812,0.518406,False,0,6
5594993,Airline E,594,Airport 3,Airport 4,0,7,1,Type A,0.627489,101.0,0.024883,0.514864,True,0,0
7029778,Airline A,608,Airport 1,Airport 2,7,7,10,Type A,0.280022,1.777778,0.816989,0.707226,True,0,7
3049123,Airline E,557,Airport 2,Airport 3,22,3,4,Type B,0.199252,9.0,1.247607,0.244646,False,0,22
